0.000000000000000000e+00, 2.933168364994072075e-01
1.000000000000000000e+00, 6.131721793398324794e-01
2.000000000000000000e+00, 3.370847127327783466e-01
3.000000000000000000e+00, 2.801541988897363611e-01
4.000000000000000000e+00, 3.500013710192778627e-01
5.000000000000000000e+00, 2.926692749351867961e-01
6.000000000000000000e+00, 2.197756726807965355e-01
7.000000000000000000e+00, 1.526760729116213855e-01
8.000000000000000000e+00, 1.243436238117388570e-01
9.000000000000000000e+00, 4.637969918045833917e-02
1.000000000000000000e+01, 4.046261271172612445e-02
1.100000000000000000e+01, 3.440640339924389002e-02
1.200000000000000000e+01, 3.819571106488790779e-02
1.300000000000000000e+01, 1.796903292027776655e-02
1.400000000000000000e+01, 1.493225492151087699e-02
1.500000000000000000e+01, 2.137395150903446603e-02
1.600000000000000000e+01, 3.752619683376672705e-02
1.700000000000000000e+01, 3.018368902486659108e-02
1.800000000000000000e+01, 2.544705207052946547e-02
1.900000000000000000e+01, 2.473296652381135746e-02
2.000000000000000000e+01, 2.688794560523089655e-02
2.100000000000000000e+01, 3.519015978775795472e-02
2.200000000000000000e+01, 3.454836578750111742e-02
2.300000000000000000e+01, 3.010727483663707890e-02
2.400000000000000000e+01, 3.092696887250325974e-02
2.500000000000000000e+01, 5.618426473739550342e-02
2.600000000000000000e+01, 2.216687226068229238e-02
2.700000000000000000e+01, 1.684381201067345832e-02
2.800000000000000000e+01, 2.407283810962345186e-02
2.900000000000000000e+01, 1.284126852984566504e-02
