0.000000000000000000e+00, 3.160745042748582256e-01
1.000000000000000000e+00, 2.027488467324364274e-01
2.000000000000000000e+00, 2.976494673476583475e-01
3.000000000000000000e+00, 1.976835001535085234e-01
4.000000000000000000e+00, 1.889130050711607389e-01
5.000000000000000000e+00, 3.414561822534500357e-01
6.000000000000000000e+00, 1.155073549370770475e-01
7.000000000000000000e+00, 9.184024546648010545e-02
8.000000000000000000e+00, 9.386982037088624498e-02
9.000000000000000000e+00, 6.519672821953377551e-02
1.000000000000000000e+01, 1.530589169317698173e-01
1.100000000000000000e+01, 5.124357225183230613e-02
1.200000000000000000e+01, 5.590360214627126262e-02
1.300000000000000000e+01, 1.694388903193513873e-01
1.400000000000000000e+01, 1.342669615650255166e-01
1.500000000000000000e+01, 2.802224646904738492e-02
1.600000000000000000e+01, 2.718984512047377747e-02
1.700000000000000000e+01, 1.657948660290219089e-02
1.800000000000000000e+01, 3.158158200944484462e-02
1.900000000000000000e+01, 8.640861839753649978e-03
2.000000000000000000e+01, 4.695740659246118096e-03
2.100000000000000000e+01, 7.892916974702042857e-03
2.200000000000000000e+01, 6.249870900512144271e-03
2.300000000000000000e+01, 4.035990928501935644e-03
2.400000000000000000e+01, 3.915424075879798786e-03
2.500000000000000000e+01, 3.246469774933409200e-03
2.600000000000000000e+01, 4.713311519765120243e-03
2.700000000000000000e+01, 3.947849029815713937e-03
2.800000000000000000e+01, 2.662460358941525114e-03
2.900000000000000000e+01, 3.836122980684897408e-03
