0.000000000000000000e+00, 4.764896954249879246e-01
1.000000000000000000e+00, 3.241361976564676728e-01
2.000000000000000000e+00, 2.491367243537286891e-01
3.000000000000000000e+00, 2.694353029389606746e-01
4.000000000000000000e+00, 2.268143654132890319e-01
5.000000000000000000e+00, 2.255594533356988507e-01
6.000000000000000000e+00, 2.471979406616185426e-01
7.000000000000000000e+00, 2.301637272876999873e-01
8.000000000000000000e+00, 2.131676818157425546e-01
9.000000000000000000e+00, 2.149243918442036716e-01
1.000000000000000000e+01, 1.676354195162079730e-01
1.100000000000000000e+01, 2.118778553670161990e-01
1.200000000000000000e+01, 1.986006878734997150e-01
1.300000000000000000e+01, 1.963684456392500999e-01
1.400000000000000000e+01, 1.946014248731269547e-01
1.500000000000000000e+01, 1.968650839063103009e-01
1.600000000000000000e+01, 2.249233662556590352e-01
1.700000000000000000e+01, 1.919548803735994236e-01
1.800000000000000000e+01, 2.026206066483971224e-01
1.900000000000000000e+01, 2.018532143798063838e-01
2.000000000000000000e+01, 1.988778267054000515e-01
2.100000000000000000e+01, 1.825563559378983458e-01
2.200000000000000000e+01, 1.981512181044890186e-01
2.300000000000000000e+01, 1.619407831869827674e-01
2.400000000000000000e+01, 1.413263117981873873e-01
2.500000000000000000e+01, 1.181045629127684821e-01
2.600000000000000000e+01, 1.157905889419163781e-01
2.700000000000000000e+01, 1.055842308464781665e-01
2.800000000000000000e+01, 1.082232303358483250e-01
2.900000000000000000e+01, 9.957604431915438592e-02
