0.000000000000000000e+00, 4.605880335810857429e-01
1.000000000000000000e+00, 4.343008129043278154e-01
2.000000000000000000e+00, 2.965505129453521183e-01
3.000000000000000000e+00, 2.025590079212385430e-01
4.000000000000000000e+00, 2.458852226733360680e-01
5.000000000000000000e+00, 1.650431664729325176e-01
6.000000000000000000e+00, 2.049482188558279794e-01
7.000000000000000000e+00, 1.646406600724376890e-01
8.000000000000000000e+00, 1.577230505502865421e-01
9.000000000000000000e+00, 6.714721455005297213e-02
1.000000000000000000e+01, 6.941713321543853399e-02
1.100000000000000000e+01, 6.371456494449732888e-02
1.200000000000000000e+01, 7.186627060654825205e-02
1.300000000000000000e+01, 6.078050285102104544e-02
1.400000000000000000e+01, 7.864929536100387364e-02
1.500000000000000000e+01, 5.812869346538771659e-02
1.600000000000000000e+01, 7.661110442973897983e-02
1.700000000000000000e+01, 6.887706228286613608e-02
1.800000000000000000e+01, 6.041819733378770568e-02
1.900000000000000000e+01, 5.617002288928635290e-02
2.000000000000000000e+01, 6.393197328746630381e-02
2.100000000000000000e+01, 8.830992626204969831e-02
2.200000000000000000e+01, 5.299616218492154279e-02
2.300000000000000000e+01, 1.893178588303439172e-02
2.400000000000000000e+01, 2.710845323689288836e-02
2.500000000000000000e+01, 2.339252012083429741e-02
2.600000000000000000e+01, 2.375806199300073765e-02
2.700000000000000000e+01, 1.316844990550725646e-02
2.800000000000000000e+01, 1.842540786904475758e-02
2.900000000000000000e+01, 1.326912337980947106e-02
