0.000000000000000000e+00, 4.355523725676369029e-01
1.000000000000000000e+00, 2.072318766499269549e-01
2.000000000000000000e+00, 1.544876803096317253e-01
3.000000000000000000e+00, 1.138820652771602437e-01
4.000000000000000000e+00, 1.552528054517533784e-01
5.000000000000000000e+00, 1.659849660735486787e-01
6.000000000000000000e+00, 9.360370647080241968e-02
7.000000000000000000e+00, 9.131243214943528252e-02
8.000000000000000000e+00, 7.523536722424058187e-02
9.000000000000000000e+00, 7.184117876179171858e-02
1.000000000000000000e+01, 6.908295588980975510e-02
1.100000000000000000e+01, 4.964619106447565322e-02
1.200000000000000000e+01, 1.973000034957359261e-01
1.300000000000000000e+01, 6.127941624784673247e-02
1.400000000000000000e+01, 6.607674640956416601e-02
1.500000000000000000e+01, 3.565939057708666926e-02
1.600000000000000000e+01, 3.866461868681513037e-02
1.700000000000000000e+01, 3.510647677449921233e-02
1.800000000000000000e+01, 2.679762864038317399e-02
1.900000000000000000e+01, 5.162070395417579088e-02
2.000000000000000000e+01, 5.051449955004772008e-02
2.100000000000000000e+01, 3.051559917948190245e-02
2.200000000000000000e+01, 2.816383058505090783e-02
2.300000000000000000e+01, 2.384232572895027616e-02
2.400000000000000000e+01, 2.098666969292519932e-02
2.500000000000000000e+01, 2.406361953766081307e-02
2.600000000000000000e+01, 1.512139447896523534e-02
2.700000000000000000e+01, 3.235068988138521673e-02
2.800000000000000000e+01, 3.032675344366767348e-02
2.900000000000000000e+01, 3.510532439608247957e-02
3.000000000000000000e+01, 2.725340981352323763e-02
3.100000000000000000e+01, 8.625367347018192410e-02
3.200000000000000000e+01, 9.103843259761905393e-02
