0.000000000000000000e+00, 4.632620609857427962e-01
1.000000000000000000e+00, 4.298908054112893229e-01
2.000000000000000000e+00, 4.432346602857249462e-01
3.000000000000000000e+00, 3.554340216125079221e-01
4.000000000000000000e+00, 3.452641430271764511e-01
5.000000000000000000e+00, 3.050101125216373998e-01
6.000000000000000000e+00, 2.548098854874483177e-01
7.000000000000000000e+00, 2.971354933968605172e-01
8.000000000000000000e+00, 1.230161146892245760e-01
9.000000000000000000e+00, 1.713844899142313583e-01
1.000000000000000000e+01, 9.195843218708751876e-02
1.100000000000000000e+01, 9.708780184036662486e-02
1.200000000000000000e+01, 5.441374834466734117e-02
1.300000000000000000e+01, 1.637286386285989048e-01
1.400000000000000000e+01, 2.046677765952106473e-02
1.500000000000000000e+01, 4.860076939415838848e-02
1.600000000000000000e+01, 1.191547555543283343e-02
1.700000000000000000e+01, 1.765308659459218291e-02
1.800000000000000000e+01, 1.126273239721313144e-02
1.900000000000000000e+01, 1.045990632245131710e-02
2.000000000000000000e+01, 1.114309570612700452e-02
2.100000000000000000e+01, 8.588435415353706456e-03
2.200000000000000000e+01, 6.911895114732331639e-03
2.300000000000000000e+01, 7.162987818988752683e-03
2.400000000000000000e+01, 9.895097534212247622e-03
2.500000000000000000e+01, 7.077994188314176531e-03
2.600000000000000000e+01, 8.707222618813079476e-03
